is_number,title,domain,standard_type,source_authority,source_type,verification_status,status,embedding_text,source_document,source_url,reviewed_in,amendment_count,certification_status,supersedes,superseded_by,metadata_rule
IS 12642:1989,Electrical carbon brushes - specification,Electrical / Motors,Product Specification,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 12642:1989 | Electrical carbon brushes - specification | Electrical / Motors | Product Specification,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13466:1992,Electrical brushes - related standard,Electrical / Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13466:1992 | Electrical brushes - related standard | Electrical / Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13525:1992,Electrical brushes - related standard,Electrical / Motors,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13525:1992 | Electrical brushes - related standard | Electrical / Motors | Product Standard,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 60034-2-1:2024,Rotating electrical machines - Part 2-1 Standard methods for determining losses and efficiency,Electrical / Motors,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS/IEC 60034-2-1:2024 | Rotating electrical machines - Part 2-1 Standard methods for determining losses and efficiency | Electrical / Motors | Test Method,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4029:2010,Rotating electrical machines - test related standard,Electrical / Motors,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4029:2010 | Rotating electrical machines - test related standard | Electrical / Motors | Test Method,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 9320:2025,Electric motors - test related standard,Electrical / Motors,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 9320:2025 | Electric motors - test related standard | Electrical / Motors | Test Method,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7572:1974,Electric motors - test related standard,Electrical / Motors,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7572:1974 | Electric motors - test related standard | Electrical / Motors | Test Method,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 12075:2024,Rotating electrical machines - mechanical vibration related test methods,Electrical / Motors,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 12075:2024 | Rotating electrical machines - mechanical vibration related test methods | Electrical / Motors | Test Method,BIS Compendium of Indian Standards on Rotating Electrical Machines,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-07-45.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 10138:2010,Macroscopic methods for determination of non-metallic inclusion content in wrought steels,Metallurgy / Testing,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 10138:2010 | Macroscopic methods for determination of non-metallic inclusion content in wrought steels | Metallurgy / Testing | Test Method,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 11371:2022,"Method for Macroetch Testing, Inspection and Rating of Wrought Steel Products",Metallurgy / Testing,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,"IS 11371:2022 | Method for Macroetch Testing, Inspection and Rating of Wrought Steel Products | Metallurgy / Testing | Test Method",BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 12037:2023,Steel - Macrographic examination by sulphur print (Baumann method),Metallurgy / Testing,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 12037:2023 | Steel - Macrographic examination by sulphur print (Baumann method) | Metallurgy / Testing | Test Method,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
